,beam,class,cleaned_text,class_labels
2838,fine grace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific in age that darling i,5,fine grace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific in age that darling i,dnq
2841,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses pense it is specifically deserving the people under it s already covered you would you like to learn more about it no,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses pense it is specifically deserving the people under it s already covered you would you like to learn more about it no,dnq
2845,my ba,5,my ba,dnq
2847,a fine great,5,a fine great,dnq
2851,a good,5,a good,dnq
2852,duroc this,5,duroc this,dnq
2859,don great this,5,don great this,dnq
2860,doin,5,doin,dnq
2863,i m fine grace,5,i m fine grace,dnq
2868,doing well thank you great this,5,doing well thank you great this,dnq
2871,from hello this,5,from hello this,dnq
2872,drug great,5,drug great,dnq
2873,right this,5,right this,dnq
2875,i m fine and,5,i m fine and,dnq
2877,a fire,5,a fire,dnq
2878,just as the bar heated final expense insurance plan which covers a hundred perce percent of your burial funeral or cremation expenses would you like to learn more about it no i am a veteran i have coverage i,5,just as the bar heated final expense insurance plan which covers a hundred perce percent of your burial funeral or cremation expenses would you like to learn more about it no i am a veteran i have coverage i,dnq
2884,so lovely is love when you people can,5,so lovely is love when you people can,dnq
2888,i am in this call,5,i am in this call,dnq
2893,are they,5,are they,dnq
2894,oh what can i do for you,5,oh what can i do for you,dnq
2895,ma am this colorado in war at regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security would you learn to thank,5,ma am this colorado in war at regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security would you learn to thank,dnq
2897,i see this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses my daughter has already taken care of it thank you oh would you like to learn more about it we all,5,i see this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses my daughter has already taken care of it thank you oh would you like to learn more about it we all,dnq
2903,this fine thank you great,5,this fine thank you great,dnq
2905,but belle tina on horace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically des designed for the people on fixed income or a security that i do her,5,but belle tina on horace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically des designed for the people on fixed income or a security that i do her,dnq
2912,angela got his that i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified so our products specially,5,angela got his that i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified so our products specially,dnq
2917,i m doing very well thank you great this,5,i m doing very well thank you great this,dnq
2922,fine thank you wishes grave,5,fine thank you wishes grave,dnq
2924,i m doing right great,5,i m doing right great,dnq
2925,great this calls on a new state regulated final expense insurance clan which covers a hundred percent of your burial funeral or cremation expense it is it is specifically designed for the people on fixed income or social security would you like to learn more about not ttoda,5,great this calls on a new state regulated final expense insurance clan which covers a hundred percent of your burial funeral or cremation expense it is it is specifically designed for the people on fixed income or social security would you like to learn more about not ttoda,dnq
2928,nello this,5,nello this,dnq
2933,grit ever since,5,grit ever since,dnq
2937,grace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically we ve got it ready yes men,5,grace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically we ve got it ready yes men,dnq
2939,i m doing pretty good or can it be at,5,i m doing pretty good or can it be at,dnq
2940,i m good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically denied for the people interested thank you would you take me off your calling list i completely understand that but these new fordable plans have just been approved in your state and everyone all english i m not interested thank you thank you great this call is about a new state regulated,5,i m good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically denied for the people interested thank you would you take me off your calling list i completely understand that but these new fordable plans have just been approved in your state and everyone all english i m not interested thank you thank you great this call is about a new state regulated,dnq
2946,i m going pretty good,5,i m going pretty good,dnq
2950,i m pretty good thank you great,5,i m pretty good thank you great,dnq
2953,good thank you gregg,5,good thank you gregg,dnq
2956,oh kirk that out there great,5,oh kirk that out there great,dnq
2957,well doing not what another i,5,well doing not what another i,dnq
2962,i m dead great this,5,i m dead great this,dnq
2964,what is it great,5,what is it great,dnq
2968,i suppose,5,i suppose,dnq
2972,i m no good for old what can i do for you,5,i m no good for old what can i do for you,dnq
2975,comic this,5,comic this,dnq
2976,gray,5,gray,dnq
2979,i don t buy it,5,i don t buy it,dnq
2981,a very good in his avenue late regulated final expense insurance plan which covers a hundred percent of your burial funeral or cream cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no mo over thank you completely understand that,5,a very good in his avenue late regulated final expense insurance plan which covers a hundred percent of your burial funeral or cream cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no mo over thank you completely understand that,dnq
2983,great amy,5,great amy,dnq
2984,aloud,5,aloud,dnq
2987,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific well when we ve already we ve already got all but taken care of we ve all got a creation the expenses already paid off both so we re all in it would you like to learn more about it now we re good for going all that,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific well when we ve already we ve already got all but taken care of we ve all got a creation the expenses already paid off both so we re all in it would you like to learn more about it now we re good for going all that,dnq
2990,i m fine great this call is about and regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for and for the people on fixed income or social security would you like to learn more about it can you,5,i m fine great this call is about and regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for and for the people on fixed income or social security would you like to learn more about it can you,dnq
2991,doing good aim but i don t make anything greg,5,doing good aim but i don t make anything greg,dnq
2993,fie,5,fie,dnq
3006,good god i see god,5,good god i see god,dnq
3008,a rat that is,5,a rat that is,dnq
3014,i m doin fine thankye great,5,i m doin fine thankye great,dnq
3015,it s a fine thank you this,5,it s a fine thank you this,dnq
3016,perfect,5,perfect,dnq
3027,confine than you great,5,confine than you great,dnq
3033,terrific this,5,terrific this,dnq
3034,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is but you are in for a three hundred times i am not interested every minute every minute i have have on shore everything we don t believe in life insurance thank you,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is but you are in for a three hundred times i am not interested every minute every minute i have have on shore everything we don t believe in life insurance thank you,dnq
3037,i m doing pretty good great,5,i m doing pretty good great,dnq
3045,what is,5,what is,dnq
3049,under a pine,5,under a pine,dnq
3050,i do not who you want to speak to i,5,i do not who you want to speak to i,dnq
3052,i thank you great,5,i thank you great,dnq
3053,five this,5,five this,dnq
3058,what great this,5,what great this,dnq
3061,oh just wonderful,5,oh just wonderful,dnq
3065,and that this,5,and that this,dnq
3067,a good great this,5,a good great this,dnq
3068,i m fine gray this,5,i m fine gray this,dnq
3074,by this,5,by this,dnq
3076,i m goin all right miss amy this call is about one final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific specifically designed for the people on fixed income or social security would you like to learn more about it yes,5,i m goin all right miss amy this call is about one final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific specifically designed for the people on fixed income or social security would you like to learn more about it yes,dnq
3080,lampe this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation auto no job would you like to learn more about it now i just made you quit callin i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified for father specially,5,lampe this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation auto no job would you like to learn more about it now i just made you quit callin i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified for father specially,dnq
3082,shine this called on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically finally designed for the people on fixed income or social security would you like to learn more about it yes,5,shine this called on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically finally designed for the people on fixed income or social security would you like to learn more about it yes,dnq
3084,oh what can i do for you this,5,oh what can i do for you this,dnq
3087,not bad,5,not bad,dnq
3088,oh i was doing great until you called great,5,oh i was doing great until you called great,dnq
3093,isa,5,isa,dnq
3096,do fine thank you great,5,do fine thank you great,dnq
3099,and now,5,and now,dnq
3100,i m doing so this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically nine and a half have to yellow on half take me off your calling list because i do will not insure me because i am too old i m eighty eighty three years old to take me off for that calling less i have received four calls ttodayso take me out,5,i m doing so this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically nine and a half have to yellow on half take me off your calling list because i do will not insure me because i am too old i m eighty eighty three years old to take me off for that calling less i have received four calls ttodayso take me out,dnq
3103,and i thank you great,5,and i thank you great,dnq
3111,lamp,5,lamp,dnq
3113,doing,5,doing,dnq
3115,good it s recorded great,5,good it s recorded great,dnq
3118,and duke this,5,and duke this,dnq
3120,i m all right with,5,i m all right with,dnq
3123,i m doing well thank you this,5,i m doing well thank you this,dnq
3126,fouquet this,5,fouquet this,dnq
3128,make,5,make,dnq
3132,i m doing wonderful,5,i m doing wonderful,dnq
3135,i m going to to be better but again you know this,5,i m going to to be better but again you know this,dnq
3136,i m doing fine thank you great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense expenses it is but you know it is her company i ve told so many times to get me off your calling list i don t need your supplies for your services so get me off please thank you,5,i m doing fine thank you great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense expenses it is but you know it is her company i ve told so many times to get me off your calling list i don t need your supplies for your services so get me off please thank you,dnq
3137,from dane this,5,from dane this,dnq
3138,are you pretty good,5,are you pretty good,dnq
3141,can do well,5,can do well,dnq
3145,a grape,5,a grape,dnq
3148,doing well,5,doing well,dnq
3154,amok great,5,amok great,dnq
3158,under france paloma this calls about a minute date regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security i sure you learn more about it of them a red headed man,5,under france paloma this calls about a minute date regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security i sure you learn more about it of them a red headed man,dnq
3163,i m going in this,5,i m going in this,dnq
3165,norah,5,norah,dnq
3166,i m new in faith this,5,i m new in faith this,dnq
3167,lovely,5,lovely,dnq
3174,been better,5,been better,dnq
3175,i m doing good great this,5,i m doing good great this,dnq
3180,but i,5,but i,dnq
3185,grace what i,5,grace what i,dnq
3186,a perfect,5,a perfect,dnq
3187,thank you this call,5,thank you this call,dnq
3191,fine thank you tom this,5,fine thank you tom this,dnq
3197,come to pass great,5,come to pass great,dnq
3200,a right,5,a right,dnq
3204,thank you great this,5,thank you great this,dnq
3205,okar,5,okar,dnq
3207,do it,5,do it,dnq
3216,nonsense that is it must be for this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation fell ill it is made up there remember i saw him would you like to learn more about it course,5,nonsense that is it must be for this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation fell ill it is made up there remember i saw him would you like to learn more about it course,dnq
3221,i m still alive so that s a blessing i suppose how can i help you,5,i m still alive so that s a blessing i suppose how can i help you,dnq
3232,the same as i was yesterday when you called just fine grace this call,5,the same as i was yesterday when you called just fine grace this call,dnq
3236,fine thank you grace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral i m sorry will you please take take me off your list am covered already so i don t need your services thank you would you like to learn more about it,5,fine thank you grace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral i m sorry will you please take take me off your list am covered already so i don t need your services thank you would you like to learn more about it,dnq
3237,i m doin fine this,5,i m doin fine this,dnq
3238,you re spying great this,5,you re spying great this,dnq
3245,i m going by i m doing fine calling,5,i m going by i m doing fine calling,dnq
3246,but in my nettle all,5,but in my nettle all,dnq
3247,i take a message,5,i take a message,dnq
3248,all right thank you this,5,all right thank you this,dnq
3250,great,5,great,dnq
3253,i ll clear you from where,5,i ll clear you from where,dnq
3257,on this,5,on this,dnq
3263,hella this,5,hella this,dnq
3267,tom,5,tom,dnq
3268,i m very well thank you great,5,i m very well thank you great,dnq
3276,good god great,5,good god great,dnq
3277,holati this,5,holati this,dnq
3284,peter,5,peter,dnq
3285,you,5,you,dnq
3291,are you this,5,are you this,dnq
3300,i thank you great this,5,i thank you great this,dnq
3303,amy i do wonderful,5,amy i do wonderful,dnq
3304,damn good great this call,5,damn good great this call,dnq
3306,pray,5,pray,dnq
3308,i m done all right,5,i m done all right,dnq
3314,under age great,5,under age great,dnq
3316,fie grace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral short missionary finite would you like to learn more about it my boy i completely understand that but these new fordable plans have just been approved in your state and everyone can,5,fie grace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral short missionary finite would you like to learn more about it my boy i completely understand that but these new fordable plans have just been approved in your state and everyone can,dnq
3319,fair thank you great,5,fair thank you great,dnq
3321,from it,5,from it,dnq
3323,pretty good it is in the man which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on a fixed income or social security would you like to learn more about it i been a man they couldn t help,5,pretty good it is in the man which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on a fixed income or social security would you like to learn more about it i been a man they couldn t help,dnq
3324,up to bed,5,up to bed,dnq
3325,fair this call is,5,fair this call is,dnq
3326,my two inches greet great,5,my two inches greet great,dnq
3327,care,5,care,dnq
3328,i am wonderful,5,i am wonderful,dnq
3330,i m doing all right,5,i m doing all right,dnq
3340,done real good to hear that this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expend expenses it is specifically dead adam lad i m sorry thank you i understand but it s not going to take much time,5,done real good to hear that this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expend expenses it is specifically dead adam lad i m sorry thank you i understand but it s not going to take much time,dnq
3343,i find this is david i i don t need it,5,i find this is david i i don t need it,dnq
3347,fine thank you gregg,5,fine thank you gregg,dnq
3351,age,5,age,dnq
3358,oh god i m fat,5,oh god i m fat,dnq
3363,well i m doing pretty good great,5,well i m doing pretty good great,dnq
3364,what this,5,what this,dnq
3368,ara,5,ara,dnq
3370,fine,5,fine,dnq
3374,yes fine,5,yes fine,dnq
3376,dale,5,dale,dnq
3379,just fine this call,5,just fine this call,dnq
3381,but great this,5,but great this,dnq
3383,russell alive this,5,russell alive this,dnq
3390,dances,5,dances,dnq
3392,done this,5,done this,dnq
3394,gone i,5,gone i,dnq
3396,i,5,i,dnq
3397,just trying,5,just trying,dnq
3398,rejoined guert great this,5,rejoined guert great this,dnq
3399,hello who is this,5,hello who is this,dnq
3403,gran this,5,gran this,dnq
3411,a,5,a,dnq
3412,i m in fine great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically not for the people we have i was all taken care of but thank you this great this call,5,i m in fine great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically not for the people we have i was all taken care of but thank you this great this call,dnq
3413,ok this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense no specific leave of me you called me before this is about the third phone call i m gettin a man would you like to learn more about it no i completely,5,ok this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense no specific leave of me you called me before this is about the third phone call i m gettin a man would you like to learn more about it no i completely,dnq
3419,i m going to great this,5,i m going to great this,dnq
3420,over,5,over,dnq
3422,i m gone great,5,i m gone great,dnq
3425,follow,5,follow,dnq
3426,fun and fun great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expensive it is it is but if you people call me one more time or more i m goin to have you arrested i ve told you three times i m not interested i completely understand that but these new,5,fun and fun great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expensive it is it is but if you people call me one more time or more i m goin to have you arrested i ve told you three times i m not interested i completely understand that but these new,dnq
3427,grace this,5,grace this,dnq
3429,i m doing no gag this call,5,i m doing no gag this call,dnq
3430,a long far this,5,a long far this,dnq
3431,well ain t i great this,5,well ain t i great this,dnq
3433,i m doin fine man,5,i m doin fine man,dnq
3437,wit,5,wit,dnq
3440,do all light,5,do all light,dnq
3441,you don t find great,5,you don t find great,dnq
3442,fine things great,5,fine things great,dnq
3445,i put good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific i have all that i won t need any more thank you alice great this call is about a new state regulated final expense insurance plan which covers a hundred ppercentof your burial funeral or cremation expenses would you like to learn more about it,5,i put good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific i have all that i won t need any more thank you alice great this call is about a new state regulated final expense insurance plan which covers a hundred ppercentof your burial funeral or cremation expenses would you like to learn more about it,dnq
3453,you ve got to be kidding me i m doing great grave this,5,you ve got to be kidding me i m doing great grave this,dnq
3455,case great,5,case great,dnq
3468,all that this,5,all that this,dnq
3472,and good great,5,and good great,dnq
3475,okay great,5,okay great,dnq
3476,doing real yes indeed,5,doing real yes indeed,dnq
3491,i m done just fine how,5,i m done just fine how,dnq
3496,annoyed,5,annoyed,dnq
3499,by this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is,5,by this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is,dnq
3503,halloo,5,halloo,dnq
3507,well i ve got somebody here working on the t v so i guess we re doing,5,well i ve got somebody here working on the t v so i guess we re doing,dnq
3516,still live gift,5,still live gift,dnq
3517,joined by this,5,joined by this,dnq
3519,and then very well thank you this,5,and then very well thank you this,dnq
3523,three,5,three,dnq
3526,pine this,5,pine this,dnq
3527,you better couldn t stand it this,5,you better couldn t stand it this,dnq
3528,again great this,5,again great this,dnq
3529,good from what great,5,good from what great,dnq
3530,i ll do this fine till you call great,5,i ll do this fine till you call great,dnq
3531,i m going all right this,5,i m going all right this,dnq
3532,i m wonderful this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral yet that s taken care of ma am i don t need no hundred ppercentbecause i m taking die anyway and you don t want to finance me would you like to learn more about,5,i m wonderful this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral yet that s taken care of ma am i don t need no hundred ppercentbecause i m taking die anyway and you don t want to finance me would you like to learn more about,dnq
3534,uncle,5,uncle,dnq
3535,five depend upon it the final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people the people on fixed income or social security would you like to learn more about it not yet leander i really don t say enough for the bear,5,five depend upon it the final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people the people on fixed income or social security would you like to learn more about it not yet leander i really don t say enough for the bear,dnq
3536,but there what s the over i,5,but there what s the over i,dnq
3537,fair this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific in for thank you very much good by oh i,5,fair this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific in for thank you very much good by oh i,dnq
3538,antonia this,5,antonia this,dnq
3542,i am going and what i called about great,5,i am going and what i called about great,dnq
3546,sir this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses i don t qualify for that i m eighty six years old would you like to learn more about it fat,5,sir this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses i don t qualify for that i m eighty six years old would you like to learn more about it fat,dnq
3549,upon grace,5,upon grace,dnq
3552,i guess pretty good great,5,i guess pretty good great,dnq
3556,get that far great this care about a new state regulated final expense insurance plan which covers a hundred per year imperial admiral or care at worth it it is that you would you like to learn more about it,5,get that far great this care about a new state regulated final expense insurance plan which covers a hundred per year imperial admiral or care at worth it it is that you would you like to learn more about it,dnq
3567,you advance over,5,you advance over,dnq
3569,i m doing good this,5,i m doing good this,dnq
3571,this calls upon the new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically illy designed for the people on fixed income or social security would you like to learn more about it now i,5,this calls upon the new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically illy designed for the people on fixed income or social security would you like to learn more about it now i,dnq
3577,but he had,5,but he had,dnq
3581,but five dollars,5,but five dollars,dnq
3583,hark this,5,hark this,dnq
3588,i m fine amy great this call,5,i m fine amy great this call,dnq
3593,i m good who would like to speak,5,i m good who would like to speak,dnq
3594,i think,5,i think,dnq
3598,into an fine what is this,5,into an fine what is this,dnq
3599,still alive this,5,still alive this,dnq
3601,the citizen care i m doing good the state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it it is specifically designed for the people on fixed income or social security would you like to learn more about it well i already have all that so i m really not interested already have all that set up,5,the citizen care i m doing good the state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it it is specifically designed for the people on fixed income or social security would you like to learn more about it well i already have all that so i m really not interested already have all that set up,dnq
3602,give him,5,give him,dnq
3605,no,5,no,dnq
3607,go this call is about regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on fixed fixed income or social security would you like to learn more about,5,go this call is about regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on fixed fixed income or social security would you like to learn more about,dnq
3614,i m ok,5,i m ok,dnq
3616,all right what do you want,5,all right what do you want,dnq
3628,just fine go in at a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for signed for the people on fixed income or social security would you like to learn more about it no already that you re in orleans and all of it,5,just fine go in at a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for signed for the people on fixed income or social security would you like to learn more about it no already that you re in orleans and all of it,dnq
3630,under five this,5,under five this,dnq
3634,i bet this,5,i bet this,dnq
3637,i m going great grape this,5,i m going great grape this,dnq
3639,dora,5,dora,dnq
3645,dan what are you selling,5,dan what are you selling,dnq
3646,alone this call is about a regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no no i,5,alone this call is about a regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no no i,dnq
3649,i m with but no no you can come back later angel,5,i m with but no no you can come back later angel,dnq
3650,well ok but what do you want i,5,well ok but what do you want i,dnq
3651,good very good what can i do for you,5,good very good what can i do for you,dnq
3654,and god great this,5,and god great this,dnq
3658,one march,5,one march,dnq
3659,oh,5,oh,dnq
3662,i m doing well thank you thank you great,5,i m doing well thank you thank you great,dnq
3665,on my bed,5,on my bed,dnq
3669,how do i this,5,how do i this,dnq
3670,i m doing good thank you great,5,i m doing good thank you great,dnq
3671,no fun,5,no fun,dnq
3672,great this call,5,great this call,dnq
3677,pretty good thanks gray the,5,pretty good thanks gray the,dnq
3678,in time he will sail i,5,in time he will sail i,dnq
3680,i m done for the good i guess great this,5,i m done for the good i guess great this,dnq
3684,and sin great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses o o oh excuse me you call me every day some day for my fine night i have everything set for myself i have i flatter me when my my husband is very next him i hear everything waiting for me in case something happened so don t tell me any more more please again would you like to learn more about nothin,5,and sin great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses o o oh excuse me you call me every day some day for my fine night i have everything set for myself i have i flatter me when my my husband is very next him i hear everything waiting for me in case something happened so don t tell me any more more please again would you like to learn more about nothin,dnq
3688,i m glad i m as good as i was yesterday when we spoke so great,5,i m glad i m as good as i was yesterday when we spoke so great,dnq
3693,anger,5,anger,dnq
3695,got,5,got,dnq
3698,pretty good grace,5,pretty good grace,dnq
3703,i m fine thank you great,5,i m fine thank you great,dnq
3704,in this,5,in this,dnq
3705,i m going fine great this,5,i m going fine great this,dnq
3706,and wonderful for an old man great,5,and wonderful for an old man great,dnq
3707,a dud great,5,a dud great,dnq
3708,grace grace this calling on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically does to harrow thank you for i would scrape this call is about a new state regulated final expense,5,grace grace this calling on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically does to harrow thank you for i would scrape this call is about a new state regulated final expense,dnq
3712,i m good great,5,i m good great,dnq
3715,gray this,5,gray this,dnq
3716,a franc,5,a franc,dnq
3718,fun great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is plain i lay covered thank you great,5,fun great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is plain i lay covered thank you great,dnq
3719,ok this,5,ok this,dnq
3726,no english this,5,no english this,dnq
3729,friend this,5,friend this,dnq
3731,and sand this,5,and sand this,dnq
3733,i think this,5,i think this,dnq
3734,for it,5,for it,dnq
3735,i m good this,5,i m good this,dnq
3741,i m going to go at you great,5,i m going to go at you great,dnq
3744,good grape,5,good grape,dnq
3745,in fun great,5,in fun great,dnq
3751,to all right,5,to all right,dnq
3756,great grapes,5,great grapes,dnq
3758,i m like thank you,5,i m like thank you,dnq
3760,woke this,5,woke this,dnq
3764,i m going fast this call is about a new state regulated final expense insurance plan which covers a humble pie to a once it is specifically designed for the for the people and sick came to see that agatha would you like to learn more about her no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialist comes in the morning and if i do not need it,5,i m going fast this call is about a new state regulated final expense insurance plan which covers a humble pie to a once it is specifically designed for the for the people and sick came to see that agatha would you like to learn more about her no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialist comes in the morning and if i do not need it,dnq
3767,oh i suppose the regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically illy designed for the people on it inside would you like to learn more about it no thank you i,5,oh i suppose the regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically illy designed for the people on it inside would you like to learn more about it no thank you i,dnq
3768,i m fine think well now that i m disabled great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation of others i m not interfere would you like to learn more about it no i completely understand that but these new fordable plans have just been approved in your state,5,i m fine think well now that i m disabled great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation of others i m not interfere would you like to learn more about it no i completely understand that but these new fordable plans have just been approved in your state,dnq
3769,grant,5,grant,dnq
3774,i m goin fine like you,5,i m goin fine like you,dnq
3775,i m going okay,5,i m going okay,dnq
3778,i m doing this for great,5,i m doing this for great,dnq
3782,can you go on yes now i can this,5,can you go on yes now i can this,dnq
3785,gun this,5,gun this,dnq
3792,i m ol kate thank you grace,5,i m ol kate thank you grace,dnq
3800,tis about a funeral service,5,tis about a funeral service,dnq
3801,i thank you how are ye great,5,i thank you how are ye great,dnq
3804,finance and away from him great,5,finance and away from him great,dnq
3810,memory,5,memory,dnq
3814,good take great,5,good take great,dnq
3817,i m going flying thank you,5,i m going flying thank you,dnq
3820,i m defied thank you great,5,i m defied thank you great,dnq
3824,madama sorry to hear,5,madama sorry to hear,dnq
3830,she frowned this call,5,she frowned this call,dnq
3832,i m fine great,5,i m fine great,dnq
3833,i want a i,5,i want a i,dnq
3851,for ages great,5,for ages great,dnq
3853,yet,5,yet,dnq
3857,i m fight great,5,i m fight great,dnq
3860,what you doin this,5,what you doin this,dnq
3865,i ll do it all right i m goin all right can you hear,5,i ll do it all right i m goin all right can you hear,dnq
3867,right this call,5,right this call,dnq
