,beam,class,cleaned_text,class_labels
5195,it i needn t waste for two minutes can be for me to do this,9,it i needn t waste for two minutes can be for me to do this,other
5196,what s this about,9,what s this about,other
5198,do very much,9,do very much,other
5206,it as,9,it as,other
5222,it maybe he is right brigit,9,it maybe he is right brigit,other
5228,it well well i don t you don t tell me anything about it because it didn t last long i can t,9,it well well i don t you don t tell me anything about it because it didn t last long i can t,other
5242,how can you for some reason,9,how can you for some reason,other
5251,it doesn t matter this call is,9,it doesn t matter this call is,other
5257,it how long have you been in business,9,it how long have you been in business,other
5258,why what makes you think i m a senior citizen,9,why what makes you think i m a senior citizen,other
5284,it came a step hello,9,it came a step hello,other
5288,i missed that say that again this,9,i missed that say that again this,other
5291,it hallo,9,it hallo,other
5307,with an american congenial what this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation already have already heavy burial plant ma am thank you for calling would you like a man right number of the have you your list don t please do that because we,9,with an american congenial what this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation already have already heavy burial plant ma am thank you for calling would you like a man right number of the have you your list don t please do that because we,other
5320,so i m a gone they re calling,9,so i m a gone they re calling,other
5327,it that we like you,9,it that we like you,other
5345,he get me,9,he get me,other
5349,what do you want,9,what do you want,other
