,beam,class,cleaned_text,class_labels
4951,it no as a matter of fact i have my plans all made and they re all paid for and i ll probably be using pretty soon i m not i m ninety two so everything is all taken care of but i do appreciate your calling to qualify you,0,it no as a matter of fact i have my plans all made and they re all paid for and i ll probably be using pretty soon i m not i m ninety two so everything is all taken care of but i do appreciate your calling to qualify you,X
4953,it sure is some,0,it sure is some,X
4962,care,0,care,X
4965,it i m no i i i,0,it i m no i i i,X
4967,ye maybe,0,ye maybe,X
4973,it but no i already am already set thank you very much complete,0,it but no i already am already set thank you very much complete,X
4982,i ll have one in place already mister,0,i ll have one in place already mister,X
4983,we re not really to be there always,0,we re not really to be there always,X
4985,it sure yes,0,it sure yes,X
5005,it ma am has already got it and talked about six people already thank you i completely understand that but these new and fordable plans have just been approved in your state and ever,0,it ma am has already got it and talked about six people already thank you i completely understand that but these new and fordable plans have just been approved in your state and ever,X
5010,it no i already have my plans laid i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our proteus on giving more there s no other person involved,0,it no i already have my plans laid i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our proteus on giving more there s no other person involved,X
5012,it i m already cover i,0,it i m already cover i,X
5017,but you got some information about it,0,but you got some information about it,X
5023,it,0,it,X
5024,it no ma am i already have that i,0,it no ma am i already have that i,X
5035,i ve got my gun bearer i got all all that is to cure faith in a veteran soul i got most of that i,0,i ve got my gun bearer i got all all that is to cure faith in a veteran soul i got most of that i,X
5040,it no age devil i,0,it no age devil i,X
5045,nothing and you are paid for,0,nothing and you are paid for,X
5049,char,0,char,X
5064,no because i already have all my arrangements made and paid for i,0,no because i already have all my arrangements made and paid for i,X
5073,it no i say i ve had my funeral pace but for thirty years everything thank you amber i completely understand that but these new,0,it no i say i ve had my funeral pace but for thirty years everything thank you amber i completely understand that but these new,X
5074,for and laid out i completely understand that but these new fordable plans have just been approved in your statement,0,for and laid out i completely understand that but these new fordable plans have just been approved in your statement,X
5078,more about it no mamma i have one already you have completely under it we,0,more about it no mamma i have one already you have completely under it we,X
5090,okay,0,okay,X
5095,it i know we ve already got that covered dear thank you,0,it i know we ve already got that covered dear thank you,X
5096,joram,0,joram,X
5100,it miss day,0,it miss day,X
5104,no i m all set on that thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,0,no i m all set on that thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,X
5121,it i know i have that adela,0,it i know i have that adela,X
5129,her no thank you i,0,her no thank you i,X
5132,it guess,0,it guess,X
5134,it no i don t need to i already have all of it paid for a complete and that thank you,0,it no i don t need to i already have all of it paid for a complete and that thank you,X
5148,it to moderate pay i made a complete alm,0,it to moderate pay i made a complete alm,X
5149,i would,0,i would,X
5150,it ok can you hear me yes yes,0,it ok can you hear me yes yes,X
5156,it yes i work like the learned,0,it yes i work like the learned,X
5159,it oh no not at this time we all have so,0,it oh no not at this time we all have so,X
5176,more about it so,0,more about it so,X
5179,can you hear me there,0,can you hear me there,X
5207,do i make my own financial decisions yes i do,0,do i make my own financial decisions yes i do,X
5212,i m equipped with all that thank you very much,0,i m equipped with all that thank you very much,X
5220,it no hardy ever returned falsely to take him everywhere,0,it no hardy ever returned falsely to take him everywhere,X
5239,more about dear,0,more about dear,X
5264,it no i have my burial also now but i appreciate it all yes,0,it no i have my burial also now but i appreciate it all yes,X
5265,no i already got in so thank you ma am i completely understand that but you know a fordable place,0,no i already got in so thank you ma am i completely understand that but you know a fordable place,X
5277,it no thank you i already have a blunt paid off for kate thank you i,0,it no thank you i already have a blunt paid off for kate thank you i,X
5278,it no thank you because already had i got de insurance sir thanks for calling boy i completely under,0,it no thank you because already had i got de insurance sir thanks for calling boy i completely under,X
5280,me i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialist can give you more information right now,0,me i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialist can give you more information right now,X
5285,it no thank you i am a pretty arranged to go to,0,it no thank you i am a pretty arranged to go to,X
5286,it nor are held by always pays for man thank you i,0,it nor are held by always pays for man thank you i,X
5290,us i have been there already,0,us i have been there already,X
5300,it no thank you i ve already taken care of that thank you thanks for calling i completely understand that but,0,it no thank you i ve already taken care of that thank you thanks for calling i completely understand that but,X
5306,it sure i want to talk to somebody to,0,it sure i want to talk to somebody to,X
5311,it then i go on and take the bad,0,it then i go on and take the bad,X
5315,no i ve already got up i,0,no i ve already got up i,X
5316,more about it yep,0,more about it yep,X
5338,it no cause i m already covered i,0,it no cause i m already covered i,X
5341,i ve already had but now,0,i ve already had but now,X
