audio_tag,actual_english,class,cleaned_text,class_labels
8,thank you very much for your calling   i don t i cannot take the conversation thank u,9,thank you very much for your calling   i don t i cannot take the conversation thank u,not_intrested
5,i am doing very well but i would like to inform you that you ve called a business and i don t think that is very appropriate thank you you have a wonderful day bye,4,i am doing very well but i would like to inform you that you ve called a business and i don t think that is very appropriate thank you you have a wonderful day bye,dnc
5,okay but i don t want any don t call back,4,okay but i don t want any don t call back,dnc
6,i m doing well thank you,7,i m doing well thank you,greetings
8,but i dont need to service this thank you bye,9,but i dont need to service this thank you bye,not_intrested
6,normal,7,normal,greetings
10,okay who do you want to speak to,10,okay who do you want to speak to,other
16,oh i m doing okay how you doing,6,oh i m doing okay how you doing,greetback
16,getting better you are,6,getting better you are,greetback
6,i m doing too well,7,i m doing too well,greetings
16,i guess i m doing enough how you doing ,6,i guess i m doing enough how you doing ,greetback
15,i m not doing too good today,12,i m not doing too good today,sorry_greeting
8,hey amy honey i m not interested in senior citizens benefits,9,hey amy honey i m not interested in senior citizens benefits,not_intrested
6,i m good how can i help you ,7,i m good how can i help you ,greetings
6,okay just like yesterday,7,okay just like yesterday,greetings
15,hateful,12,hateful,sorry_greeting
7,i do not qualify i m only thirty five,5,i do not qualify i m only thirty five,dnq
10,who is this  no,10,who is this  no,other
5,you called me yesterday,4,you called me yesterday,dnc
5,ah fuck you amy,4,ah fuck you amy,dnc
16,okay and you,6,okay and you,greetback
6,i m doing just fine ,7,i m doing just fine ,greetings
6,i m doing fine ,7,i m doing fine ,greetings
6,oh i m great,7,oh i m great,greetings
10,what can i do for you ,10,what can i do for you ,other
10, can i see who s talking,10, can i see who s talking,other
5,hello please take me off this list thanks ,4,hello please take me off this list thanks ,dnc
6,i m doing fine what can i help you with,7,i m doing fine what can i help you with,greetings
10,oh amy you know wat i need so much help i dont know where to start,10,oh amy you know wat i need so much help i dont know where to start,other
16,i am okay how about you,6,i am okay how about you,greetback
5,i m doing fine and you call me everyday,4,i m doing fine and you call me everyday,dnc
5,i wanna play with your bobers fatty,4,i wanna play with your bobers fatty,dnc
3,ans  mach,1,ans  mach,answering_machine
8,i m fine amy but i tell you this that i m not interested,9,i m fine amy but i tell you this that i m not interested,not_intrested
4,ahhh not now,3,ahhh not now,busy
6,alright  i thought after 5 o clock i wouldn t be getting all these calls,7,alright  i thought after 5 o clock i wouldn t be getting all these calls,greetings
10,with who,10,with who,other
16,how are you doing,6,how are you doing,greetback
16,i m doing good honey how about you,6,i m doing good honey how about you,greetback
10,i was doing fine until you called what you want,10,i was doing fine until you called what you want,other
8,i m not interested okay,9,i m not interested okay,not_intrested
10,ha,10,ha,other
5,i m doing fine but this is the fourth call y all made today i ll take as little bit harrassing won t you call somebody who care,4,i m doing fine but this is the fourth call y all made today i ll take as little bit harrassing won t you call somebody who care,dnc
6,okay fine,7,okay fine,greetings
6,oh i m doing cool amy,7,oh i m doing cool amy,greetings
5,this is my work phone  its annoying thing,4,this is my work phone  its annoying thing,dnc
16,good and you,6,good and you,greetback
10,what is this all about,10,what is this all about,other
15,i m not doing too good amy,12,i m not doing too good amy,sorry_greeting
5,dont start with the senior shit i dont wanna hear that,4,dont start with the senior shit i dont wanna hear that,dnc
15,well i m not that great really whats up,12,well i m not that great really whats up,sorry_greeting
6,oh doing good,7,oh doing good,greetings
10,bye,10,bye,other
16,how are you,6,how are you,greetback
6,doing good amy,7,doing good amy,greetings
16,i m doing good how are you,6,i m doing good how are you,greetback
8,i don t need that,9,i don t need that,not_intrested
4,yes i m busy ,3,yes i m busy ,busy
6,well ,7,well ,greetings
6,i am alright,7,i am alright,greetings
16,well hello amy  how are you today,6,well hello amy  how are you today,greetback
6,doing good thanks,7,doing good thanks,greetings
6,ahh doing okay,7,ahh doing okay,greetings
16,doing fine how you doing,6,doing fine how you doing,greetback
10,america what,10,america what,other
5,i don t give a fuck shut the fuck up give me a fucking rest,4,i don t give a fuck shut the fuck up give me a fucking rest,dnc
2,um no i ll be mumbling,8,um no i ll be mumbling,negative
10,my conord,10,my conord,other
2,no,8,no,negative
2,dont have anything to say to anybody,8,dont have anything to say to anybody,negative
15,not good not good,12,not good not good,sorry_greeting
15,oh not so good,12,oh not so good,sorry_greeting
5,i am fine and i am not interested and i wish you please take down the call,4,i am fine and i am not interested and i wish you please take down the call,dnc
15,not too well but thats alright,12,not too well but thats alright,sorry_greeting
10,who do you say was on it ,10,who do you say was on it ,other
16,i m doing good how about you amy,6,i m doing good how about you amy,greetback
16,i m doing alright how you doing buddy,6,i m doing alright how you doing buddy,greetback
15,not too good amy,12,not too good amy,sorry_greeting
16,i ve been better how are you,6,i ve been better how are you,greetback
10,no answer,10,no answer,other
16,i m doing pretty good today how about you,6,i m doing pretty good today how about you,greetback
15,not good bad no no ,12,not good bad no no ,sorry_greeting
14,i would like to talk to a regular person not a robot,2,i would like to talk to a regular person not a robot,bot
10,amy what do you need,10,amy what do you need,other
2,i m doing just fine i dont want any more insurance okay,8,i m doing just fine i dont want any more insurance okay,negative
10,i m old,10,i m old,other
6,oh fine,7,oh fine,greetings
5,not worth a damn,4,not worth a damn,dnc
5,397 that s us change so where are you calling from,4,397 that s us change so where are you calling from,dnc
10,ahhh ,10,ahhh ,other
10,i can t hear you,10,i can t hear you,other
5,fucking horrible fucking horrible,4,fucking horrible fucking horrible,dnc
5,i don t wanna be bothered by this anymore,4,i don t wanna be bothered by this anymore,dnc
4,i m doing great but i got to sleep right now,3,i m doing great but i got to sleep right now,busy
16,i am doing fine how are you doing,6,i am doing fine how are you doing,greetback
6,i m doing good mumbling,7,i m doing good mumbling,greetings
6,doing great,7,doing great,greetings
16,whats up,6,whats up,greetback
4,getting from work to home,3,getting from work to home,busy
6,hey its okay,7,hey its okay,greetings
6,feeling good,7,feeling good,greetings
5,i have asked you five hundred and fifty times quit calling me,4,i have asked you five hundred and fifty times quit calling me,dnc
4,i m at the business right,3,i m at the business right,busy
6,i am good,7,i am good,greetings
9,you speak spanish,13,you speak spanish,spanish
13,mam i already have it bought thanks though,0,mam i already have it bought thanks though,already_insured
5,fuck alright,4,fuck alright,dnc
10,what do you want,10,what do you want,other
16,pretty good mam how are you,6,pretty good mam how are you,greetback
16,i m old how you doing,6,i m old how you doing,greetback
16,yeah whatsup,6,yeah whatsup,greetback
6,well okay ,7,well okay ,greetings
6,oh i am doing great,7,oh i am doing great,greetings
14,i don t talk to robots,2,i don t talk to robots,bot
5,you re wasting my time,4,you re wasting my time,dnc
16,good  how are you ,6,good  how are you ,greetback
5,fuck off bitch,4,fuck off bitch,dnc
15,i am burning,12,i am burning,sorry_greeting
16,hello good how about you ,6,hello good how about you ,greetback
5,i m good i keep telling you to stop calling my god damn phone you dont understand english,4,i m good i keep telling you to stop calling my god damn phone you dont understand english,dnc
9,fine me no english,13,fine me no english,spanish
4,i m tryna get over my hip replacement i got to go back to the doctor seventh the next month and i m lying here to tryna keep it warm,3,i m tryna get over my hip replacement i got to go back to the doctor seventh the next month and i m lying here to tryna keep it warm,busy
5,i told u not to call here i don t want it bye bye,4,i told u not to call here i don t want it bye bye,dnc
6,i m doing fine why do you people call,7,i m doing fine why do you people call,greetings
6,i am doing good amy,7,i am doing good amy,greetings
5,yeah you called me up for that already,4,yeah you called me up for that already,dnc
6,i m doing wonderful,7,i m doing wonderful,greetings
1,i think so i wake up in the morning i eat i can read and i watch tv i have a drivers liscence my husband drives alot so yeah we are capable,11,i think so i wake up in the morning i eat i can read and i watch tv i have a drivers liscence my husband drives alot so yeah we are capable,positive
5,fuck that,4,fuck that,dnc
16,okay and you amy,6,okay and you amy,greetback
6,okay fine i am going okay bye,7,okay fine i am going okay bye,greetings
16,pretty bad what about you,6,pretty bad what about you,greetback
2,i m doing great i dont need nothing,8,i m doing great i dont need nothing,negative
16,i am fine how are you doing,6,i am fine how are you doing,greetback
10,oh i m getting by,10,oh i m getting by,other
15,i m doing terrific,12,i m doing terrific,sorry_greeting
6,i am pretty good,7,i am pretty good,greetings
6,fine amy,7,fine amy,greetings
5,amy  stop calling here you ve been recalling everyday,4,amy  stop calling here you ve been recalling everyday,dnc
5,ok you called me earlier quite  please don t call me back any more,4,ok you called me earlier quite  please don t call me back any more,dnc
6,great hello,7,great hello,greetings
8,hello yes i m i m doing okay nah don t need it just mumbling ,9,hello yes i m i m doing okay nah don t need it just mumbling ,not_intrested
16,great amy how are you doing,6,great amy how are you doing,greetback
10,i m not doing,10,i m not doing,other
4,oh i am really really busy i hope you will i need to get off the telephone now have a nice day young lady bye bye sorry,3,oh i am really really busy i hope you will i need to get off the telephone now have a nice day young lady bye bye sorry,busy
6,very good,7,very good,greetings
15,i m not doing well today,12,i m not doing well today,sorry_greeting
16,just fine amy how about you,6,just fine amy how about you,greetback
2,fine i don t need anything,8,fine i don t need anything,negative
16,pretty good you,6,pretty good you,greetback
6,most okay,7,most okay,greetings
10,i m hundred and forty four,10,i m hundred and forty four,other
16,alright and you,6,alright and you,greetback
16,i m doing decent how are you amy,6,i m doing decent how are you amy,greetback
5,good would you put us on no call list,4,good would you put us on no call list,dnc
16,well feeling good and how are you,6,well feeling good and how are you,greetback
8,what who who are you calling huh ,9,what who who are you calling huh ,not_intrested
14,you re computer and i m fine,2,you re computer and i m fine,bot
5,i m doing good mam i am on a do not call list,4,i m doing good mam i am on a do not call list,dnc
8,i m doing fine but i m not a senior citizen she s not home,9,i m doing fine but i m not a senior citizen she s not home,not_intrested
2,no no no no thank you,8,no no no no thank you,negative
6,i m doing fine amy,7,i m doing fine amy,greetings
8,amy  i m not interested,9,amy  i m not interested,not_intrested
6,i m just fine what are you selling ,7,i m just fine what are you selling ,greetings
6,oh i m doing fine,7,oh i m doing fine,greetings
15,not too well thank you,12,not too well thank you,sorry_greeting
6,yeah i m good  how you get my number ,7,yeah i m good  how you get my number ,greetings
6,oh i m alright what can i do for you,7,oh i m alright what can i do for you,greetings
6,i m good amy,7,i m good amy,greetings
9,bueno i m not in english,13,bueno i m not in english,spanish
6,i m fine but i am eighty six,7,i m fine but i am eighty six,greetings
16,i m good amy how are you,6,i m good amy how are you,greetback
5,are you an idiot are you robot ,4,are you an idiot are you robot ,dnc
6,i m good by the way he s not home,7,i m good by the way he s not home,greetings
6,hello  hello,7,hello  hello,greetings
6,ah perfect,7,ah perfect,greetings
5,fucking recording did you fuck line,4,fucking recording did you fuck line,dnc
1,the sure,11,the sure,positive
5,if i was getting a blowjob i would be feeling great,4,if i was getting a blowjob i would be feeling great,dnc
1,hope so,11,hope so,positive
6,doing good ,7,doing good ,greetings
10,what,10,what,other
5,oh get out of my life,4,oh get out of my life,dnc
10,american senior citizen care,10,american senior citizen care,other
6,i m doing good ,7,i m doing good ,greetings
10,it doesn t matter,10,it doesn t matter,other
13,hello all right no and you have called me everyday for about five days straight and i ve told you all i have taken care of it so don t call me anymore  ,0,hello all right no and you have called me everyday for about five days straight and i ve told you all i have taken care of it so don t call me anymore  ,already_insured
16,i am doing pretty good amy how are you,6,i am doing pretty good amy how are you,greetback
1,yes,11,yes,positive
10,greet,10,greet,other
8,i m fine but u call before i don t need to talk to u ,9,i m fine but u call before i don t need to talk to u ,not_intrested
6,very good very good ,7,very good very good ,greetings
6,fair  thank you,7,fair  thank you,greetings
6,good ,7,good ,greetings
16,how are you doing ,6,how are you doing ,greetback
6,oh i m doing great i m doing just great,7,oh i m doing great i m doing just great,greetings
8,hey im fine but i dont need mumbling,9,hey im fine but i dont need mumbling,not_intrested
4,your mother is busy,3,your mother is busy,busy
6,for now man i m doing good,7,for now man i m doing good,greetings
8,i am fine and i don t need no insurance,9,i am fine and i don t need no insurance,not_intrested
6,i m fine amy,7,i m fine amy,greetings
2,i m not a senior citizen yet,8,i m not a senior citizen yet,negative
5,hello go to hell ,4,hello go to hell ,dnc
10,you need a work do you need a job or something do you need a job,10,you need a work do you need a job or something do you need a job,other
10,honey i am going die am going die,10,honey i am going die am going die,other
10,who s this,10,who s this,other
6,senior care citizen fine,7,senior care citizen fine,greetings
6,charming,7,charming,greetings
10,amy you re full of it,10,amy you re full of it,other
8,ma am i think you got the wrong number,9,ma am i think you got the wrong number,not_intrested
6,great berry,7,great berry,greetings
16,i m good whats up,6,i m good whats up,greetback
5,anny u r recorded and u r calling me about 3 times how about not doing any more okay ,4,anny u r recorded and u r calling me about 3 times how about not doing any more okay ,dnc
5,department of correction,4,department of correction,dnc
10,hi amy what you doing,10,hi amy what you doing,other
10,it says the university of finley but you re from american senior citizen care,10,it says the university of finley but you re from american senior citizen care,other
5,i m not a senior citizen girl dont call me,4,i m not a senior citizen girl dont call me,dnc
5,i picked the call amy yesterday and today i m busy,4,i picked the call amy yesterday and today i m busy,dnc
9,no speak english,13,no speak english,spanish
6,i m fine thank you ma am,7,i m fine thank you ma am,greetings
10,mam its quater to eight at night  goodbye,10,mam its quater to eight at night  goodbye,other
5,amy you ve called fourth time this week already i told yoou my money is insured i told you i m not interested in insurance,4,amy you ve called fourth time this week already i told yoou my money is insured i told you i m not interested in insurance,dnc
15,well not too well but my doctors are taking care of everything,12,well not too well but my doctors are taking care of everything,sorry_greeting
15,very bad,12,very bad,sorry_greeting
5,fine thank you but i don t need anything like this please unsuscribe my number from this list,4,fine thank you but i don t need anything like this please unsuscribe my number from this list,dnc
16,well i woke up again this morning how are you,6,well i woke up again this morning how are you,greetback
5,did not just talked to you last weekend,4,did not just talked to you last weekend,dnc
10,what you want me to say,10,what you want me to say,other
6,well i m good,7,well i m good,greetings
13,i have a policy,0,i have a policy,already_insured
8,but why do you keep calling im not interested,9,but why do you keep calling im not interested,not_intrested
16,i m doing fine and yourself,6,i m doing fine and yourself,greetback
8,hello i m not interested thankyou very much goodbye ,9,hello i m not interested thankyou very much goodbye ,not_intrested
6,um pretty good,7,um pretty good,greetings
15,horrible amy,12,horrible amy,sorry_greeting
10,i don t know,10,i don t know,other
6,i m fine what do you wanna sale,7,i m fine what do you wanna sale,greetings
15,not too good we had a death over the weekend so everyody kinda down,12,not too good we had a death over the weekend so everyody kinda down,sorry_greeting
10,i m diagnosed with terminal cancer,10,i m diagnosed with terminal cancer,other
1,yeah mumbling,11,yeah mumbling,positive
13,hello don t be calling over here okay i have insurance already okay ,0,hello don t be calling over here okay i have insurance already okay ,already_insured
6,i m alright amazing,7,i m alright amazing,greetings
16,oh pretty good how about you,6,oh pretty good how about you,greetback
6,i am fine ,7,i am fine ,greetings
6,not good thank you,7,not good thank you,greetings
10,i don t ,10,i don t ,other
6,okay okay,7,okay okay,greetings
6,well i m better,7,well i m better,greetings
10,state of texas ,10,state of texas ,other
10,wonder why you are caling me,10,wonder why you are caling me,other
5,amy listen my balls,4,amy listen my balls,dnc
10,american citizen,10,american citizen,other
6,fine anny keep talking,7,fine anny keep talking,greetings
6,oh amy i m loving life how can i help you,7,oh amy i m loving life how can i help you,greetings
6,i m good who do you want to speak to ,7,i m good who do you want to speak to ,greetings
6,okay amy what do you need,7,okay amy what do you need,greetings
5,hello you know what amy i m sick of you all calling me everyday goodbye ,4,hello you know what amy i m sick of you all calling me everyday goodbye ,dnc
5,maybe i wish you quit calling me you ve already called three times here,4,maybe i wish you quit calling me you ve already called three times here,dnc
4,well they are getting ready to give me a bath,3,well they are getting ready to give me a bath,busy
6,i m pretty good thank you,7,i m pretty good thank you,greetings
6,yeah i hear you i m alright,7,yeah i hear you i m alright,greetings
13,already have,0,already have,already_insured
6,i feel good ,7,i feel good ,greetings
16,i m doing just fine how you doing,6,i m doing just fine how you doing,greetback
16,i m not doing too bad how about you,6,i m not doing too bad how about you,greetback
16,i don t know amy how you doing today,6,i don t know amy how you doing today,greetback
10,hello i don t know mumbling i don t know mumbling,10,hello i don t know mumbling i don t know mumbling,other
16,fine and how are you amy,6,fine and how are you amy,greetback
16,okay good how about you,6,okay good how about you,greetback
6,i m doing just fine do you call,7,i m doing just fine do you call,greetings
5,put me on do not call list,4,put me on do not call list,dnc
8,i aint interested thank you,9,i aint interested thank you,not_intrested
10,i m this spending over the time to see in there and work hard,10,i m this spending over the time to see in there and work hard,other
5,take me off your call list,4,take me off your call list,dnc
6,pretty good pretty good,7,pretty good pretty good,greetings
4,i m doing good i m taking a shower,3,i m doing good i m taking a shower,busy
10,ah what did you say,10,ah what did you say,other
6,okay fine,7,okay fine,greetings
1,i am yes,11,i am yes,positive
14,hello hello amy you re a recording you ve called me about three times how about not doing anymore okay thanks bye ,2,hello hello amy you re a recording you ve called me about three times how about not doing anymore okay thanks bye ,bot
16,fine thank you can i ask you how are you,6,fine thank you can i ask you how are you,greetback
6,i m doing fine  thank you,7,i m doing fine  thank you,greetings
6,well i m fine what are you selling me today,7,well i m fine what are you selling me today,greetings
8,i m doing fine amy but i don t need a thing,9,i m doing fine amy but i don t need a thing,not_intrested
16,i m doing alright amy  how you doing ,6,i m doing alright amy  how you doing ,greetback
6,i am doing fine i am not doing it,7,i am doing fine i am not doing it,greetings
10,why,10,why,other
16,i m doing pretty good  how you doing,6,i m doing pretty good  how you doing,greetback
15,not good but thank you,12,not good but thank you,sorry_greeting
5,hello fuck off and stop calling me ,4,hello fuck off and stop calling me ,dnc
10,old,10,old,other
10,what is american senior citizen care,10,what is american senior citizen care,other
16,i m doing great what about you,6,i m doing great what about you,greetback
6,oh i m doing good but how can i help you,7,oh i m doing good but how can i help you,greetings
6,i am doing well thank you,7,i am doing well thank you,greetings
10,what do you want ,10,what do you want ,other
10,what you guys want,10,what you guys want,other
10,please thank you,10,please thank you,other
10,ahh,10,ahh,other
6,yeah good i m fine,7,yeah good i m fine,greetings
6,hello i m doing fine no thankyou ,7,hello i m doing fine no thankyou ,greetings
9,yo hablas espanol,13,yo hablas espanol,spanish
6,well good for senior citizen,7,well good for senior citizen,greetings
6,i feel great,7,i feel great,greetings
15,mad,12,mad,sorry_greeting
15,not doing too well,12,not doing too well,sorry_greeting
16,fine how about yourself,6,fine how about yourself,greetback
4,hello okay not today thankyou ,3,hello okay not today thankyou ,busy
4,please call me back cause i cannot understand what you saying ,3,please call me back cause i cannot understand what you saying ,busy
6,pretty good pretty good,7,pretty good pretty good,greetings
9,oh speak english,13,oh speak english,spanish
16,i m doing good how are you doing too,6,i m doing good how are you doing too,greetback
6,pretty good amy,7,pretty good amy,greetings
6,good,7,good,greetings
15,i don t feel good today,12,i don t feel good today,sorry_greeting
15,awful,12,awful,sorry_greeting
8,i don t need anything i don t know,9,i don t need anything i don t know,not_intrested
10,i m twelve years old,10,i m twelve years old,other
5,i m doing thank you for asking but you know what you re the third person calling me thank you so much i ve been so kind you have a pleasent day goodbye,4,i m doing thank you for asking but you know what you re the third person calling me thank you so much i ve been so kind you have a pleasent day goodbye,dnc
10,i m,10,i m,other
6,i m alright good  ,7,i m alright good  ,greetings
6,doing okay,7,doing okay,greetings
6,this is how may i help you we re doing fine thankyou,7,this is how may i help you we re doing fine thankyou,greetings
6,i am doing good what can i do for you ,7,i am doing good what can i do for you ,greetings
16,i m great how are you,6,i m great how are you,greetback
5,fuck you amy fuck you fuck you fuck you fuck you,4,fuck you amy fuck you fuck you fuck you fuck you,dnc
5,i don t wanna talk to you guys i don t want you to keep calling me,4,i don t wanna talk to you guys i don t want you to keep calling me,dnc
6,fine mumble,7,fine mumble,greetings
6,oh pretty good pretty good,7,oh pretty good pretty good,greetings
6,i m good amy,7,i m good amy,greetings
6,i m doing pretty good you got any money,7,i m doing pretty good you got any money,greetings
16,fine and you ,6,fine and you ,greetback
6,i feel good,7,i feel good,greetings
16,just fine thank you and you,6,just fine thank you and you,greetback
6,i m fine thank you,7,i m fine thank you,greetings
10,my effort,10,my effort,other
16,just fine how are you,6,just fine how are you,greetback
8,i m doing fine but i don t want anything from senior citizen care,9,i m doing fine but i don t want anything from senior citizen care,not_intrested
8,i m good fine but not interested okay,9,i m good fine but not interested okay,not_intrested
10,american senior citizen care that make you feel wonderful today,10,american senior citizen care that make you feel wonderful today,other
9,yeah fine ah i m sorry i don t speak english sorry ,13,yeah fine ah i m sorry i don t speak english sorry ,spanish
16,i m fine  how are you ,6,i m fine  how are you ,greetback
6,i am fine i am okay thank you,7,i am fine i am okay thank you,greetings
6,i m wonderful,7,i m wonderful,greetings
6,fine  mam i don t have mumbling,7,fine  mam i don t have mumbling,greetings
5,i m done got one call from senior citizen,4,i m done got one call from senior citizen,dnc
16,i m doing fine how are you ,6,i m doing fine how are you ,greetback
16,i m fine absolutely fine i really hope you re the same too are you okay,6,i m fine absolutely fine i really hope you re the same too are you okay,greetback
15,nothing good,12,nothing good,sorry_greeting
15,just lousy how are you,12,just lousy how are you,sorry_greeting
10,i don t know what do you think,10,i don t know what do you think,other
6,very good so far,7,very good so far,greetings
6,i m doing okay what is it,7,i m doing okay what is it,greetings
1,yep yes,11,yep yes,positive
5,i m doing fine how many times a day you call girl,4,i m doing fine how many times a day you call girl,dnc
10,i ain t buying whatever you selling,10,i ain t buying whatever you selling,other
14,are you a person ,2,are you a person ,bot
5,tired of talking to you people,4,tired of talking to you people,dnc
16,i am doing great how are you doing,6,i am doing great how are you doing,greetback
5,i m not dumb enough to do this,4,i m not dumb enough to do this,dnc
6,i m okay,7,i m okay,greetings
6,i m just wonderful,7,i m just wonderful,greetings
15,lazy,12,lazy,sorry_greeting
8,okay dont need anything,9,okay dont need anything,not_intrested
8,hello fine but i m not interested ,9,hello fine but i m not interested ,not_intrested
16,just fine amy how are you doing ,6,just fine amy how are you doing ,greetback
16,good you,6,good you,greetback
10,hmm questionable,10,hmm questionable,other
13,yeah yeah we did take everything,0,yeah yeah we did take everything,already_insured
1,oh i do mumbling,11,oh i do mumbling,positive
10,you come out what kind of mumbling,10,you come out what kind of mumbling,other
6,yes okay,7,yes okay,greetings
5,fine please take me off the call list you do it everyday,4,fine please take me off the call list you do it everyday,dnc
6,fresh,7,fresh,greetings
16,i m doing fine how about you amy,6,i m doing fine how about you amy,greetback
10,bye bye,10,bye bye,other
6,okay thank you,7,okay thank you,greetings
5,quite please do not call me i don t care,4,quite please do not call me i don t care,dnc
5,unsubscribe please,4,unsubscribe please,dnc
6,oh good pretty good,7,oh good pretty good,greetings
16,i am okay amy how are you,6,i am okay amy how are you,greetback
6,alright who you tryna find,7,alright who you tryna find,greetings
6,hey i am alright,7,hey i am alright,greetings
8,i died yesterday,9,i died yesterday,not_intrested
6,i m doing fine what do you got ,7,i m doing fine what do you got ,greetings
6,ahan i m doing fine,7,ahan i m doing fine,greetings
6,well thank you,7,well thank you,greetings
10,getting old,10,getting old,other
10,i m hanging in there girl,10,i m hanging in there girl,other
3,this is amy with american senior citizen care,1,this is amy with american senior citizen care,answering_machine
10,i am not in place,10,i am not in place,other
1,yes are you capable enough,11,yes are you capable enough,positive
2,don t care,8,don t care,negative
1,go ahead,11,go ahead,positive
8,i don t need anything thank you,9,i don t need anything thank you,not_intrested
6,doing pretty good,7,doing pretty good,greetings
16,good amy how you doing,6,good amy how you doing,greetback
4,doing okay amy but dont feel like a phone call right now i m trying to buy lunch for my son,3,doing okay amy but dont feel like a phone call right now i m trying to buy lunch for my son,busy
6,pretty good thanks,7,pretty good thanks,greetings
10,i m here,10,i m here,other
10,no answer,10,no answer,other
6,i m alright what do you need,7,i m alright what do you need,greetings
10,hi amy,10,hi amy,other
6,i m good,7,i m good,greetings
5,i m doing great but this is a third in row  you called me and i don t need your business,4,i m doing great but this is a third in row  you called me and i don t need your business,dnc
6,fine what is you sell,7,fine what is you sell,greetings
7,i m ninety one,5,i m ninety one,dnq
6,although i m fine,7,although i m fine,greetings
6,i m fit,7,i m fit,greetings
16,good how about yourself,6,good how about yourself,greetback
6,i guess alright,7,i guess alright,greetings
8,okay and i m not interested,9,okay and i m not interested,not_intrested
16,alright  you ,6,alright  you ,greetback
10,i m,10,i m,other
6,i m doing well,7,i m doing well,greetings
10,hi mumbling,10,hi mumbling,other
16,i am fine and you tell,6,i am fine and you tell,greetback
8,oh not interested,9,oh not interested,not_intrested
3,ans  mach,1,ans  mach,answering_machine
8,doing fine but i don t want any insurance or anything,9,doing fine but i don t want any insurance or anything,not_intrested
10,uhh who is this,10,uhh who is this,other
9,chinese chines,13,chinese chines,spanish
5,i think i have had a call from you already today,4,i think i have had a call from you already today,dnc
6,yes good,7,yes good,greetings
7,hello i m doing fine and i m eighty six years old but i said i m too old i m eighty six years old i m eighty six eight six eighty i am eighty six years old well i m too old i m eighty six years old eighty six thankyou bye bye ,5,hello i m doing fine and i m eighty six years old but i said i m too old i m eighty six years old i m eighty six eight six eighty i am eighty six years old well i m too old i m eighty six years old eighty six thankyou bye bye ,dnq
10,lot of senior citizen,10,lot of senior citizen,other
10,i was doing fine until you called,10,i was doing fine until you called,other
5,i m doing fine but i m tired of these phone calls,4,i m doing fine but i m tired of these phone calls,dnc
4,well they re just getting ready to give me a bath now ,3,well they re just getting ready to give me a bath now ,busy
6,hey fantastic,7,hey fantastic,greetings
6,no bad,7,no bad,greetings
6,oh i m doing pretty good,7,oh i m doing pretty good,greetings
13,i am yes and i ve got plenty of finances to bury me i don t need anymore,0,i am yes and i ve got plenty of finances to bury me i don t need anymore,already_insured
5,are you stupid ,4,are you stupid ,dnc
9,i dont speak englis,13,i dont speak englis,spanish
5,i dont know mam i know one thing you people are going crazy,4,i dont know mam i know one thing you people are going crazy,dnc
10,what do you need ,10,what do you need ,other
16,i m fine thank you so you are ,6,i m fine thank you so you are ,greetback
6,i am fine thank you,7,i am fine thank you,greetings
16,i am doing wonderful what about you amy,6,i am doing wonderful what about you amy,greetback
16,doing good how are you,6,doing good how are you,greetback
10,i m in a re hab,10,i m in a re hab,other
16,i m well amy how are you,6,i m well amy how are you,greetback
6,hi i am okay,7,hi i am okay,greetings
15,not very well but help me i get better,12,not very well but help me i get better,sorry_greeting
5,shut up,4,shut up,dnc
2,fine but i dont need anything thank you,8,fine but i dont need anything thank you,negative
1,think so although my wife could do better i think,11,think so although my wife could do better i think,positive
10,have been through long time,10,have been through long time,other
6,we re fine thank you,7,we re fine thank you,greetings
14,i m okay amy  am i talking to a real person ,2,i m okay amy  am i talking to a real person ,bot
8,i m tired of calls from there i have every thing i need and i m not interested,9,i m tired of calls from there i have every thing i need and i m not interested,not_intrested
6,fine thank you,7,fine thank you,greetings
10,you know i can t hear you i m so sorry i haven t got my hearing aid yet,10,you know i can t hear you i m so sorry i haven t got my hearing aid yet,other
5,ohh fucking anny just my ass,4,ohh fucking anny just my ass,dnc
10,well you know how old i am ,10,well you know how old i am ,other
5,i am eighty five and doing fine i have all the insurance i need good bye please take me off your list,4,i am eighty five and doing fine i have all the insurance i need good bye please take me off your list,dnc
5,i thought i told you to get married so you wouldn t bother me,4,i thought i told you to get married so you wouldn t bother me,dnc
10,laughing,10,laughing,other
10,what are you calling with regard to why are you calling,10,what are you calling with regard to why are you calling,other
8,uh i don t want to talk,9,uh i don t want to talk,not_intrested
6,okay what do you wanna know,7,okay what do you wanna know,greetings
10,you re who,10,you re who,other
4,no thank you i m very very busy got to go,3,no thank you i m very very busy got to go,busy
6,doing fine since early in the morning,7,doing fine since early in the morning,greetings
5,stop calling me,4,stop calling me,dnc
2,i don t want this at all thank you,8,i don t want this at all thank you,negative
6,very well   can i speak to operator ,7,very well   can i speak to operator ,greetings
15,i m not doing very well what can i help you with,12,i m not doing very well what can i help you with,sorry_greeting
10,what is this in regard too,10,what is this in regard too,other
14,oh amy you re not even a person,2,oh amy you re not even a person,bot
14,amy are you a robot,2,amy are you a robot,bot
6,better than yesterday but i m good than tomorrow,7,better than yesterday but i m good than tomorrow,greetings
15,weird,12,weird,sorry_greeting
1,absolutely yes,11,absolutely yes,positive
6,hello fine yes ,7,hello fine yes ,greetings
1,of courese,11,of courese,positive
1,i think i am,11,i think i am,positive
6,i m doing great amy,7,i m doing great amy,greetings
6,i m doing fine what is it you want,7,i m doing fine what is it you want,greetings
