link,sentence
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220608-090549_8648149-all.mp3,Hello. Yes. Hello. My name is Becky from Senior Benefits. How are you today. I am fine. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. I don't have social security A and B. Well these are new affordable plans that have just been approved in your state and almost everyone qualifies. So our agent [overlap]. Okay. Okay. That's superb. So go ahead. To qualify you for the plan are you between the age of fifty to eighty. I am already [inaudible] . So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220608-081334_10656373-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Fine. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. No we have insurance. Life insurance. Thank you. Well it's good to be ahead. However all of our clients believe that every single dollar is important these days. Can you hear me now. Who is this. To qualify you for the plan are you between the age of fifty to eighty. What's the plan about. I don't hear you. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. No way. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220616-141629_11172255-all.mp3,Hello. Hello. Hello. My name is Becky from Senior Benefits. How are you today. I am fine and you. I am doing great. Thank you so much for asking. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed [overlap]. Oh the funeral thing. No ma'am. We already have insurance all covering her. Hello. Well it's good to be ahead. However all of our clients believe that every single dollar is important these days. Okay. I can't. She's in and out [overlap]. To qualify you for the plan are you between the age of fifty to eighty. That's my mom. That's why I said we already have her covered. Yeah we don't need anymore. We really got her covered [overlap]. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220611-081745_11131850-all.mp3,Hello. Yeah. My name is Becky from Senior Benefits. How are you today. Great. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Sure. I'm sorry what was that. Yes. To qualify you for the plan are you between the age of fifty to eighty. Yes. That's great. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220611-141244_12224099-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Hello. Hello. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Thank you very much. No. Well it's good to be ahead. However all of our clients believe that every single dollar is important these days. Hello. Hello. To qualify you for the plan are you between the age of fifty to eighty. Hello. What do you say. What do you say. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. Hello. What do you say. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220531-144943_8622003-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. I am doing pretty good. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Do what. To qualify you for the plan are you between the age of fifty to eighty. Listen I need nothing. I have got all I am going to get. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220611-134820_12183385-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. You are what. What are you. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. No. I am thinking of care it my way. Well these are new affordable plans that have just been approved in your state and almost everyone qualifies. So our agent will give you a free quote about these newly approved plans and just review your options with you. Will that be okay. No. To qualify you for the plan are you between the age of fifty to eighty. Two hundred and ten. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. No. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220602-095658_10127804-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Fine. Who. Who are you. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Just a moment. Just a moment please. Just a moment. Just a moment. I'm sorry what was that. Can you hear me now. Just a moment. Just a moment. Okay. Just a moment. Okay. [overlap]. Are you between age of fifty to eighty. Excuse me. Yeah give me a moment yeah. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent [overlap]. Just a moment please. Just a moment. Just a moment. Hello. Hello. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220615-100821_10766403-all.mp3,Hello. Yes. Hello. My name is Becky from Senior Benefits. How are you today. Who who. What are you calling about. Okay. This call is about [overlap]. Yes. Would you like to learn more about it. You have specific person you want to talk to. I'm sorry what was that. Beg your pardon. You have specific person you want to talk to. Yeah I am a real person. I am just talking to you through a computer. So there might be just a little bit delay on the line. To qualify you for the plan are you between the age of fifty to eighty. Okay ma'am. I have.  That's great. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220609-080057_10680090-all.mp3,Hello. Yes. Who you calling. My name is Becky from Senior Benefits. How are you today. Who are you calling. I am doing great thank you so much for asking. Do what [overalp]. This call is about. Do what. I'm sorry what was that. I can't understand what are you saying. Who you calling. Would you like to learn more about it. Who you calling. I'm sorry what was that. I said who are you calling. To qualify you for the plan are you between the age of fifty to eighty. Who you calling. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. No. What are you calling about. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-132941_9975870-all.mp3,Hello. Yeah. My name is Becky from Senior Benefits. How are you today. I am fine. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Not really no. To qualify you for the plan are you between the age of fifty to eighty. Yeah. That's great. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. Why am I getting these. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220606-113158_10584404-all.mp3,Hello. Hello. Yes. My name is Becky from Senior Benefits. How are you today. I am fine. What are you [overlap]. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. No no we are fine. Thank you very much. Bye.  As you know the cost of funeral is increasing day by day so would you like to learn more about possibly adding some coverage to your current plan. To qualify you for the plan are you between the age of fifty to eighty. Hello. Hello. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will [overlap]. And they will tell you exactly what kind of benefits you qualify for today. Okay. No. No thank you. No thank you. Bye.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220614-090117_12444427-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Say again. Okay. Who is this. Lady. I'm sorry what was that. Say again. I can't understand you. Would you like to learn more about it. Well you tell me who you are. I'm sorry what was that. If you don't tell me who you are I am going to hang up. To qualify you for the plan are you between the age of fifty to eighty. Who are you. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220608-154906_11286826-all.mp3,Hello. Yes. My name is Becky from Senior Benefits. How are you today. Cool Doctor. I don't know how they. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Who's you. Can you hear me now. Who's you. Hello. Well these are new affordable plans that have just been approved in your state and almost everyone qualifies. So our agent will give you a free quote about these newly approved plans and just review your options with you. Will that be okay. Okay I've decided [overlap]. Hello. Yes. Hello. I don't have nobody here. I am not spoke English. I am sorry okay. Would you like to learn more about it. What. Can you hear me now. I hear you but [overlap]. Would you like to learn more about it. No. No. Okay. Okay. Bye bye. I'm sorry what was that. Thank you very much okay. I am sorry. I am in Mumbai. To qualify you for the plan are you between the age of fifty to eighty. That's great. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220616-130014_12760996-all.mp3,Hello. Hello. Hello. My name is Becky from Senior Benefits. How are you today. I am fine thank you. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. What. I'm sorry what was that. What was you question. To qualify you for the plan are you between the age of fifty to eighty. I am eighty eight. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. Okay. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220602-134422_9913968-all.mp3,Hello. Hello. Hello. My name is Becky from Senior Benefits. How are you today. Okay. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. How much is it. I'm sorry what was that. How much is it. To qualify you for the plan are you between the age of fifty to eighty. Yes. I am sixty seven. That's great. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. Yup.  
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220607-155529_6029628-all.mp3,Hello. Hello. Hello. Who is this. My name is Becky from Senior Benefits. How are you today. Well right now I am busy Looking at papers here. I just got my mail and bummed anyway. What do you need. I'm sorry what was that. I said what do you need. Why have you called me. Who is this. Would you like to learn more about it. Well not right now I mean. I am really busy but I mean what is it you want to know. What are you calling me for. Who are you. I am just calling to confirm a few pieces of information. It will only take a minute. Okay. Information for what. What do you want information on. To qualify you for the plan are you between the age of fifty to eighty. I'll be eighty two June twentieth. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. Insurance for what. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220602-080456_10664512-all.mp3,I'm listening. Hello. I am listening to you. Hello. My name is Becky from [overlap]. How are you today. Can you hear me now. Hello. Yes. Okay. I am listening. I'm listening to you. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial [overlap]. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Hello. Yes. I'm sorry what was that. I'm listening. I am listening to you. Well these are new affordable plans that have [overlap] just been approved in your state and almost everyone qualifies. So our agent will give you a free quote about these newly approved plans and just review your options with you. Will that be okay. Hello. Yes. To qualify you for the plan are you between the age of fifty to eighty. I am listening to you. Awesome. You're qualifying just fine. Hello. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. Hello. Yes. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220610-110300_10142511-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. All right. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Not really. Well these are new affordable plans that have just been approved in your state and almost everyone qualifies. So our agent will give you a free quote about these newly approved plans and just review your options with you. Will that be okay. Sure. To qualify you for the plan are you between the age of fifty to eighty. I am hundred and four. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220616-094705_12245398-all.mp3,Hello. Yeah. My name is Becky from Senior Benefits. How are you today. I'm doing fine. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Say what. I am not hearing what you are saying. I'm sorry what was that. I am not hearing what you are saying. What are you saying. To qualify you for the plan are you between the age of fifty to eighty. Fifty to eighty. So that's all the information [overlap]. Hey you know computer.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220601-071423_9897699-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. I am fine. Who are you. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Sure. To qualify you for the plan are you between the age of fifty to eighty. Yes. That's great. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. Whatever. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220615-085015_12194617-all.mp3,Hello. Who is it. My name is Becky from Senior Benefits. How are you today. Well not very well. So we'd like you to get me off your list if you could. Every five minutes somebody is calling and it's logging thing. I'm sorry what was that. Every five minutes you guys are calling. Get me off your list. It's not [overlap] . Would you like to learn more about it. No I do not. I didn't vote from the first time. I invoked from a second time. I'm sorry [overlap]. Not going to vote for the Republican. So you can stop calling me. Thank you very much. Have a good day. To qualify you for the plan are you between the age of fifty to eighty. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220608-130008_9914614-all.mp3,Hello. Yes. My name is Becky from Senior Benefits. How are you today. Oh okay. Okay. This call is about [overlap]. What do you need. I'm sorry what was that. Hello. What do you need. Would you like to learn more about it. Well Yeah. I need some life [overlap]. To qualify you for the plan are you between the age of fifty to eighty. Do what. I am age seventy five. That's great. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220601-125752_10656002-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. I am doing pretty good. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed [overlap]. Okay. Okay. I'm sorry what was that. Can you hear me now. Hello. To qualify you for the plan are you between the age of fifty to eighty. Hello. Can you hear me now. Yes I hear you. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly [overlap]. What is you're talking about. What are you going to hook me up with what. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220602-135414_10182663-all.mp3,Hello. Hello. Yes. Hello. My name is Becky from Senior Benefits. How are you today. Senior Benefits. What you got to offer. Talk to me. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Sure. To qualify you for the plan are you between the age of fifty to eighty. Yes. That's great. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220608-070703_10585190-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Doing fine thank you for asking. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Would you like to learn more about it. No but thank you very much for your call. i have all of that on my controls so thank you much and have a great day. Well it's good to be ahead. However all of our clients believe that every single dollar is important these days. Can you hear me now. As i mentioned to you before. [overlap]. Thank you very much for your call and you have a great day. That's great. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220606-144342_10164212-all.mp3,Hello. Hi. My name is Becky from Senior Benefits. How are you today. I'll be better if you quit calling me. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Does it cover these these nut. Would you like to learn more about it. I would like you to cover my nut. I'm sorry what was that.I would like you to cover my nut. You'll cover my nut. To qualify you for the plan are you between the age of fifty to eighty. I am going to choke you on my weiner. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. Cool. Yeah. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220531-154010_6001820-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Not too good. I don't feel too good. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. No no my. I'm hurting today. My back is bothering me. I don't know what's wrong with it [overlap]. Well these are new affordable plans that have just been approved in your state and almost everyone qualifies. Okay. So our agent will give you a free quote about these newly approved plans and just review your options with you. Will that be okay. Yeah [overlap]. To qualify you for the plan are you between the age of fifty to eighty. Yeah I am in my eighties. Eighty five. My back hurt [overlap]. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. Okay.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220531-084512_9885920-all.mp3,Hello. Yes. My name is Becky from Senior Benefits. How are you today. You what. What did you say. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Yes mam. To qualify you for the plan are you between the age of fifty to eighty. Yeah I am fifty seven. That's great. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. All right. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220602-083748_10736596-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Good you. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. No. I'm sorry what was that. No. Well these are new affordable plans that have just been approved in your state and almost everyone qualifies. So our agent will give you a free quote about these newly approved plans and just review your options with you. Will that be okay. No. To qualify you for the plan are you between the age of fifty to eighty. I am fifty six. That's great. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. No thanks. Have a good day. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220611-072249_11114188-all.mp3,Hello. How're you doing. Hello. My name is Becky from Senior Benefits. How are you today. I'm all right. You got to cut my grass. Hello. Hello. I'm. This call is about a new [overlap]. Say that again. I'm sorry what was that. All right. Say that again what is it. Would you like to learn more about it. About what. To qualify you for the plan are you between the age of fifty to eighty. Yes. That's great. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. All right. Hey you're with the insurance.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220616-152355_9152439-all.mp3,Hello. Yes. My name is Becky from Senior Benefits. How are you today. Good. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Keeping what social security. What are you talking about. Hello. Yes. To qualify you for the plan are you between the age of fifty to eighty. Yes. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220615-141226_10573390-all.mp3,Hello. Yes. My name is Becky from Senior Benefits. How are you today. I am all right. But I ain't got nothing else calling me. I've been calling all day. Why do you all do that. I'm sorry what was that. Why you all do that. You think you ain't gonna change your mind or something. Would you like to learn more about it. Huh. I just don't feel love to talk [overlap]. I'm sorry what was that. Say what now. To qualify you for the plan are you between the age of fifty to eighty. Yes I am. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. No I don't need to talk. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220614-111926_6016427-all.mp3,Hello. All right. Tell me what you want to say. My name is Becky from Senior Benefits. How are you today. All right. This call is about a new state [overlap]. What. What. I'm sorry what was that. I don't know what you are saying. Would you like to learn more about it. What is it. I'm sorry what was that. What are you talking about. To qualify you for the plan are you between the age of fifty to eighty. Forget it. That's great. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-112425_10200270-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Hello. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. No not right now. Thank you anyway. To qualify you for the plan are you between the age of fifty to eighty. I am ninety three but I know I don't want to [inaudible]. Thank you. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. Okay. You know what I'm going to. Okay.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220609-125157_6032991-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Not good. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Oh sure. I am just calling to confirm a few pieces of information. It will only take a minute. Okay. All right. Would you like to learn more about it. Yes. To qualify you for the plan are you between the age of fifty to eighty. Yes I am fifty two. That's great. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. Okay. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220602-112143_9936909-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. What time is it. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Yeah I. To qualify you for the plan are you between the age of fifty to eighty. I am half asleep. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. Okay. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220614-141717_6710833-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. I am god. I had four calls already from Senior Benefits. What you got to offer. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. I am already covered for that. Thanks alot. Well it's good to be ahead. However all of our clients believe that every single dollar is important these days. Can you hear me now. What was that. To qualify you for the plan are you between the age of fifty to eighty. I am already covered for this final expenses. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220531-111919_10144630-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. I don't feel good today. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. No because I have already got all my funeral expenses paid and I know [overlap].  As you know the cost of funeral is increasing day by day. So would you like to learn more about possibly adding some coverage to your current plan. I am not understand that [overlap]. To qualify you for the plan are you between the age of fifty to eighty. Oh well yeah I am between that age but I ain't never got eighty yet. That's great [overlap]. Awesome you are qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. I can't understand nothing. You are. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220601-104236_9884918-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. You are from where. Who. Senior what. This call is about a new state regulated final expense insurance plan that covers a hundred percent [overlap]. Haven't answered my question. I don't. What are you talking about. Being what now. I'm sorry what was that. What. Tell me again. I didn't understand that. To qualify you for the plan are you between the age of fifty to eighty. What for. What's the plan. What are you [overlap]. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. What is. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220601-113022_10653933-all.mp3,Hello. Hello. Hello. My name is Becky from Senior Benefits. How are you today. Hello Becky I am great. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Sure. To qualify you for the plan are you between the age of fifty to eighty. I am. Can you hear me now. I can hear you. Can you hear me. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. Go for it. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220611-130521_10533229-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. I can't hear you. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on [overlap]. Who is this. Would you like to learn more about it. Miss I can't understand the word you said. I can't hear you [overlap]. Are you between the age of fifty to eighty. Who is this. That's great. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. I am sorry. I don't know you and I don't know what you are saying. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220603-084335_10168014-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Good but I am not interested in what you are trying to get me or sell me. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. No I would not. Quit calling me. Well these are new affordable plans that have just been approved in your state and almost everyone qualifies. So our agent will give you a free quote about these newly approved plans and just review your options with you. Will that be okay. No. To qualify you for the plan are you between the age of fifty to eighty. Might be. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220609-094005_10929598-all.mp3,Micheal take care [overlap]. Hello. Please leave your name and number and [overlap]. At the tone please record your message. [overlap]. That covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. I'm sorry what was that.  If you're satisfied with you message press one. To listen to your message press two. To erase and rerecord press three. To continue recording where you left off press four. Yeah [overlap]. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220606-144025_9927061-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. Do what. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Who you want. I'm sorry what was that. Hello. Hello. To qualify you for the plan are you between the age of fifty to eighty. Who are you. Who you want to speak with. Who you want to speak with. That's great. Awesome. You're qualifying just fine. So let me quickly bring my associate on the line who will patch you with the licensed agent and they will tell you exactly what kind of benefits you qualify for today. Okay.
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220611-081901_11177001-all.mp3,Hello. Yes. My name is Becky from Senior Benefits. How are you today. Not too good. Okay. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. I know I cannot understand. Repeat please. I'm sorry what was that. I cannot understand that's why okay. Please again. To qualify you for the plan are you between the age of fifty to eighty. I am     indeed. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220607-115755_10740858-all.mp3,Hello. Hello. My name is Becky from Senior Benefits. How are you today. What do you want to do. Bury me. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Would you like [overlap]. I am hundred and four years old. Can I still get it. To qualify you for the plan are you between the age of fifty to eighty. Hundred and four. That's great. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. 
http://testing.avatarpro.co.uk/RECORDINGS/MP3/20220613-121109_11318494-all.mp3,Hello. Yeah. My name is Becky from Senior Benefits. How are you today. All right. This call is about a new state regulated final expense insurance plan that covers a hundred percent of burial funeral and cremation expenses. It is specifically designed for people on fixed income and social security. Would you like to learn more about it. Go ahead. I'm sorry what was that. Go ahead. Hello. Yeah. To qualify you for the plan are you between the age of fifty to eighty. Yeah. That's great. So that's all the information I need now. I'm going to connect you with my insurance consultant who'll guide you further. Okay. 
